Title,City,Latitude,Longitude,Date,Severity,Type of threat,Attendees,Reported via,Reported incidents,Estimated cost,Confirmed %,Turnout rate,Priority,Police informed?,Notes
Vandalism in Bristol #149,Bristol,51.52502,-2.62555,2002-03-28,Moderate,Vandalism,500-1000,Press report,52,6580,18.1,0.060,2,No,
Vandalism in Plymouth #150,Plymouth,50.43847,-4.19106,2002-05-09,Critical,Vandalism,1-10,Social media,127,2844,53.5,0.788,1,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Coventry #151,Coventry,52.35480,-1.47812,2018-12-05,Critical,Leafleting,N/A,Local branch,149,11894,80.7,0.296,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Bradford #152,Bradford,53.80158,-1.72737,2005-07-16,High,Harassment,50-100,Anonymous tip,95,7749,93.8,0.082,5,No,
Demonstration in Bradford #153,Bradford,53.76363,-1.69028,2008-01-16,High,Demonstration,500-1000,Local branch,107,18526,6.5,0.941,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Stoke-on-Trent #154,Stoke-on-Trent,52.96794,-2.09562,2007-12-06,Critical,Online abuse,N/A,Anonymous tip,135,243,80.0,0.348,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in London #155,London,51.50738,-0.12518,2026-06-19,Moderate,Stickering,1-10,Local branch,153,13928,78.7,0.012,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Coventry #156,Coventry,52.32288,-1.47272,2023-05-17,Critical,Harassment,500-1000,Social media,53,17528,28.9,0.784,2,No,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Cardiff #157,Cardiff,51.42990,-3.16372,2016-02-27,Critical,Harassment,10-50,Press report,195,1405,84.9,0.637,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Bristol #158,Bristol,51.43244,-2.64848,2013-12-13,,Banner drop,10-50,Partner organisation,84,5849,49.9,0.102,5,Yes,
Harassment in Norwich #159,Norwich,52.52832,1.38185,2005-12-17,,Harassment,10-50,Local branch,47,8740,12.3,0.105,1,,
Online abuse in Bradford #160,Bradford,53.79691,-1.69210,2002-10-13,Critical,Online abuse,500-1000,Social media,169,18258,21.6,0.787,1,,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in London #161,London,51.43925,-0.20344,2011-08-21,,Banner drop,10-50,Local branch,179,1178,31.0,0.721,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Manchester #162,Manchester,53.44415,-2.18045,2025-04-18,Critical,Banner drop,100-500,Press report,53,12646,35.5,0.505,2,No,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Aberdeen #163,Aberdeen,57.11977,-2.09532,2000-04-21,,Online abuse,50-100,Partner organisation,35,2976,21.6,0.592,2,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Cardiff #164,Cardiff,51.44168,-3.25312,2013-01-17,Critical,Vandalism,100-500,Local branch,132,19013,60.7,0.896,2,Yes,
Harassment in Brighton #165,Brighton,50.80475,-0.18320,2020-02-11,Critical,Harassment,1-10,Social media,110,9966,79.6,0.556,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Brighton #166,Brighton,50.80020,-0.17894,2007-09-24,Critical,Demonstration,100-500,Local branch,192,9205,4.2,0.100,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Aberdeen #167,Aberdeen,57.07593,-2.11055,2026-01-07,,Banner drop,50-100,Anonymous tip,63,17424,15.9,0.746,3,,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Stoke-on-Trent #168,Stoke-on-Trent,53.03228,-2.17803,2008-08-20,Moderate,Harassment,500-1000,Social media,72,16501,5.8,0.427,2,No,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Portsmouth #169,Portsmouth,50.70883,-1.02865,2004-06-06,Moderate,Demonstration,1-10,Social media,34,16747,74.0,0.543,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Edinburgh #170,Edinburgh,55.93053,-3.16276,2013-04-12,Critical,Banner drop,100-500,Social media,50,13688,8.0,0.472,5,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Southampton #171,Southampton,50.90551,-1.39661,2001-02-02,High,Demonstration,1-10,Press report,182,11166,28.4,0.466,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Newcastle #172,Newcastle,54.96190,-1.52464,2021-10-16,Critical,Harassment,1-10,Local branch,171,11059,82.5,0.433,3,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in London #173,London,51.51578,-0.09694,2009-09-09,High,Leafleting,50-100,Partner organisation,144,17639,59.2,0.889,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Leicester #174,Leicester,52.55594,-1.10926,2023-08-11,Critical,Leafleting,100-500,Partner organisation,79,2544,95.1,0.162,3,No,
Harassment in Stoke-on-Trent #175,Stoke-on-Trent,52.94336,-2.13800,2008-04-02,Low,Harassment,10-50,Local branch,101,16573,36.7,0.555,1,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Oxford #176,Oxford,51.65835,-1.23927,2012-10-14,Low,Leafleting,50-100,Press report,35,4688,42.6,0.453,2,No,Second occurrence at this location this year; residents have asked for a coordinated response
Stickering in Southampton #177,Southampton,50.98352,-1.40346,2000-04-12,High,Stickering,1-10,Partner organisation,125,12524,4.6,0.690,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Stoke-on-Trent #178,Stoke-on-Trent,53.06641,-2.25044,2024-05-25,High,Online abuse,N/A,Anonymous tip,159,8051,22.2,0.606,3,Yes,
Vandalism in Birmingham #179,Birmingham,52.47477,-1.91086,2018-03-10,Low,Vandalism,500-1000,Local branch,20,5316,51.3,0.799,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Aberdeen #180,Aberdeen,57.17523,-2.10270,2019-12-02,Moderate,Online abuse,50-100,Social media,50,10846,76.8,0.911,3,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Bristol #181,Bristol,51.35823,-2.49187,2023-06-19,Moderate,Vandalism,N/A,Partner organisation,1,4465,41.3,0.471,3,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Cardiff #182,Cardiff,51.47481,-3.18818,2008-05-01,High,Banner drop,50-100,Social media,9,14836,52.9,0.426,3,No,
Vandalism in Coventry #183,Coventry,52.35911,-1.62046,2014-09-16,Low,Vandalism,50-100,Press report,85,6365,71.0,0.690,2,Yes,
Online abuse in Birmingham #184,Birmingham,52.48741,-1.92089,2017-08-06,Critical,Online abuse,1-10,Local branch,140,13685,71.6,0.291,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in London #185,London,51.45707,-0.17403,2001-02-07,Low,Vandalism,100-500,Social media,56,15349,98.2,0.599,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Plymouth #186,Plymouth,50.33833,-4.19198,2016-05-18,High,Online abuse,10-50,Anonymous tip,119,4051,88.1,0.667,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Hull #187,Hull,53.74161,-0.33199,2002-03-10,,Vandalism,10-50,Partner organisation,71,6820,66.0,0.322,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Hull #188,Hull,53.81334,-0.32354,2019-01-14,Critical,Leafleting,1-10,Press report,189,8551,79.7,0.301,5,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Oxford #189,Oxford,51.77931,-1.30176,2015-05-26,Critical,Assault,10-50,Press report,136,9863,74.7,0.983,1,No,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Exeter #190,Exeter,50.75146,-3.52583,2012-10-11,,Demonstration,100-500,Local branch,114,14102,75.8,0.613,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Southampton #191,Southampton,50.90054,-1.37337,2002-03-11,Critical,Leafleting,10-50,Press report,42,4765,6.2,0.745,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Norwich #192,Norwich,52.65865,1.34466,2021-10-03,Low,Assault,10-50,Anonymous tip,192,13470,31.4,0.050,2,Yes,
Banner drop in Leeds #193,Leeds,53.90749,-1.49751,2014-02-21,Moderate,Banner drop,100-500,Local branch,98,19105,75.5,0.224,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Leeds #194,Leeds,53.84111,-1.60205,2007-06-19,Moderate,Harassment,100-500,Partner organisation,76,12325,8.3,0.509,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Newcastle #195,Newcastle,54.94451,-1.54248,2017-07-16,Moderate,Demonstration,100-500,Press report,2,15853,43.3,0.021,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Birmingham #196,Birmingham,52.53761,-1.84509,2025-06-16,,Online abuse,1-10,Anonymous tip,178,18416,27.7,0.133,4,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Plymouth #197,Plymouth,50.37369,-4.15709,2012-08-28,Low,Leafleting,1-10,Social media,176,2627,82.2,0.609,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Birmingham #198,Birmingham,52.53464,-1.88686,2016-10-20,Low,Vandalism,500-1000,Social media,108,6454,86.7,0.170,4,No,
Assault in Manchester #199,Manchester,53.46169,-2.28736,2018-09-03,Low,Assault,1-10,Press report,168,213,95.6,0.974,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Nottingham #200,Nottingham,53.01808,-1.12471,2000-03-06,,Stickering,500-1000,Local branch,164,9965,36.6,0.070,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Sheffield #201,Sheffield,53.38511,-1.53265,2005-07-26,Critical,Online abuse,50-100,Anonymous tip,56,7536,18.9,0.196,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Southampton #202,Southampton,50.96582,-1.34818,2013-02-11,High,Online abuse,500-1000,Local branch,25,4892,68.8,0.603,1,No,
Online abuse in Plymouth #203,Plymouth,50.41548,-4.11849,2022-08-04,Low,Online abuse,500-1000,Press report,77,1842,99.2,0.311,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Hull #204,Hull,53.80807,-0.30673,2017-04-15,,Leafleting,10-50,Local branch,39,8980,27.9,0.980,5,No,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Stoke-on-Trent #205,Stoke-on-Trent,53.04475,-2.17216,2016-01-04,High,Banner drop,1-10,Partner organisation,80,14460,23.4,0.514,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Norwich #206,Norwich,52.62958,1.23221,2000-08-22,,Harassment,1-10,Local branch,8,1087,10.4,0.074,3,No,
Demonstration in Southampton #207,Southampton,50.89980,-1.44032,2004-06-03,,Demonstration,1-10,Anonymous tip,142,3279,51.8,0.283,5,Yes,
Stickering in Leicester #208,Leicester,52.54479,-1.16948,2015-02-18,Low,Stickering,10-50,Press report,103,18965,51.1,0.006,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Swansea #209,Swansea,51.65069,-3.92421,2002-12-14,Low,Online abuse,1-10,Social media,104,1074,54.4,0.772,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Exeter #210,Exeter,50.77458,-3.52609,2002-10-27,Low,Vandalism,500-1000,Anonymous tip,130,17741,56.6,0.558,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Online abuse in Bristol #211,Bristol,51.53989,-2.60095,2005-06-26,Low,Online abuse,1-10,Partner organisation,30,14468,98.9,0.320,3,Yes,
Vandalism in Coventry #212,Coventry,52.50764,-1.57486,2015-01-21,High,Vandalism,1-10,Partner organisation,121,18652,24.3,0.519,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Cardiff #213,Cardiff,51.49967,-3.14935,2021-11-07,Low,Banner drop,1-10,Partner organisation,64,11502,37.0,0.746,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Stoke-on-Trent #214,Stoke-on-Trent,52.97615,-2.23806,2005-12-15,High,Leafleting,1-10,Social media,39,18822,76.8,0.403,1,No,
Vandalism in Birmingham #215,Birmingham,52.50464,-1.88515,2016-06-09,Low,Vandalism,500-1000,Press report,132,13386,52.5,0.658,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Nottingham #216,Nottingham,52.92193,-1.12788,2008-02-18,Low,Assault,1-10,Partner organisation,75,18838,49.3,0.874,3,,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Sheffield #217,Sheffield,53.35103,-1.50350,2004-07-15,,Demonstration,N/A,Local branch,35,18888,92.6,0.500,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Stickering in Coventry #218,Coventry,52.42008,-1.57597,2015-07-06,Low,Stickering,10-50,Anonymous tip,23,3957,50.5,0.095,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Oxford #219,Oxford,51.75641,-1.26299,2004-09-21,Moderate,Stickering,100-500,Partner organisation,90,13315,39.5,0.511,4,Yes,
Stickering in Exeter #220,Exeter,50.75434,-3.48868,2021-04-22,,Stickering,N/A,Anonymous tip,165,5971,66.4,0.124,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Aberdeen #221,Aberdeen,57.09211,-2.08777,2000-07-13,High,Banner drop,50-100,Local branch,113,14452,96.8,0.944,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Leicester #222,Leicester,52.73536,-1.08801,2016-07-08,Moderate,Leafleting,50-100,Press report,184,16352,2.1,0.099,2,No,
Banner drop in Newcastle #223,Newcastle,55.05948,-1.66009,2013-11-15,,Banner drop,500-1000,Local branch,96,3064,75.8,0.802,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
